8.817960516372008e-13,1.4465848699182836e-12,2.3495069938934555e-12,3.778040603272811e-12,6.0146942466019195e-12,9.480200978581613e-12,1.4793760681599863e-11,2.2855813756038533e-11,3.496003375484703e-11,5.294245221194666e-11,7.937675096050763e-11,1.1782559425244394e-10,1.7315818074570524e-10,2.519436663559079e-10,3.629283806501574e-10,5.176014353729597e-10,7.308480091521296e-10,1.021681947453202e-9,1.4140391257205264e-9,1.937600278076045e-9,2.6285969830697744e-9,3.5305378943242446e-9,4.694775230716309e-9,6.180815602846749e-9,8.056266512324695e-9,1.0396302741678517e-8,1.3282537961298862e-8,1.6801198738274456e-8,2.1040522839195185e-8,2.6087342560562286e-8,3.202286687137089e-8,3.8917741927675095e-8,4.682654473550946e-8,5.578194425320492e-8,6.578884120057233e-8,7.681886417972909e-8,8.88056467348115e-8,1.0164132934609993e-7,1.1517471511618897e-7,1.2921145356876765e-7,1.4351653245831383e-7,1.578192257747777e-7,1.7182048455412813e-7,1.8520257709821254e-7,1.9764060148956662e-7,2.0881532258262104e-7,2.1842664499724747e-7,2.2620693848612817e-7,2.3193339439736662e-7,2.3543861877343675e-7,2.366187597611474e-7,2.3543861877343675e-7,2.3193339439736662e-7,2.2620693848612817e-7,2.1842664499724747e-7,2.0881532258262104e-7,1.9764060148956662e-7,1.8520257709821254e-7,1.7182048455412813e-7,1.578192257747777e-7,1.4351653245831383e-7,1.2921145356876765e-7,1.1517471511618897e-7,1.0164132934609993e-7,8.88056467348115e-8,7.681886417972909e-8,6.578884120057233e-8,5.578194425320492e-8,4.682654473550946e-8,3.8917741927675095e-8,3.202286687137089e-8,2.6087342560562286e-8,2.1040522839195185e-8,1.6801198738274456e-8,1.3282537961298862e-8,1.0396302741678517e-8,8.056266512324695e-9,6.180815602846749e-9,4.694775230716309e-9,3.5305378943242446e-9,2.6285969830697744e-9,1.937600278076045e-9,1.4140391257205264e-9,1.021681947453202e-9,7.308480091521296e-10,5.176014353729597e-10,3.629283806501574e-10,2.519436663559079e-10,1.7315818074570524e-10,1.1782559425244394e-10,7.937675096050763e-11,5.294245221194666e-11,3.496003375484703e-11,2.2855813756038533e-11,1.4793760681599863e-11,9.480200978581613e-12,6.0146942466019195e-12,3.778040603272811e-12,2.3495069938934555e-12,1.4465848699182836e-12,8.817960516372008e-13
1.4465848699182836e-12,2.3731199317475015e-12,3.854362086134426e-12,6.197868956755065e-12,9.867095320016956e-12,1.5552253011270015e-11,2.4269138347195938e-11,3.749492221899701e-11,5.7351873812201434e-11,8.685199962506028e-11,1.3021742017278242e-10,1.9329267988698426e-10,2.8406569059165015e-10,4.1331314099844135e-10,5.953833693604084e-10,8.491242432627396e-10,1.1989548720324163e-9,1.676067435673351e-9,2.3197286957022882e-9,3.1786298441801935e-9,4.312208721916628e-9,5.791841198563073e-9,7.701770498758739e-9,1.0139617112406385e-8,1.3216291026842908e-8,1.7055116340427515e-8,2.1789980135719142e-8,2.7562336944186657e-8,3.4516940666539184e-8,4.279623953228028e-8,5.2533456712042065e-8,6.384448710042743e-8,7.681886417972909e-8,9.151018131856095e-8,1.0792647813914235e-7,1.2602121141320772e-7,1.4568550708678036e-7,1.6674242180769419e-7,1.8894391733200493e-7,2.1197116204556451e-7,2.3543861877343675e-7,2.5890216197286866e-7,2.818712023449755e-7,3.038245015984438e-7,3.2422905870980875e-7,3.425611689849182e-7,3.5832852648112224e-7,3.71092084248978e-7,3.8048632508740247e-7,3.8623663950384615e-7,3.8817265871602365e-7,3.8623663950384615e-7,3.8048632508740247e-7,3.71092084248978e-7,3.5832852648112224e-7,3.425611689849182e-7,3.2422905870980875e-7,3.038245015984438e-7,2.818712023449755e-7,2.5890216197286866e-7,2.3543861877343675e-7,2.1197116204556451e-7,1.8894391733200493e-7,1.6674242180769419e-7,1.4568550708678036e-7,1.2602121141320772e-7,1.0792647813914235e-7,9.151018131856095e-8,7.681886417972909e-8,6.384448710042743e-8,5.2533456712042065e-8,4.279623953228028e-8,3.4516940666539184e-8,2.7562336944186657e-8,2.1789980135719142e-8,1.7055116340427515e-8,1.3216291026842908e-8,1.0139617112406385e-8,7.701770498758739e-9,5.791841198563073e-9,4.312208721916628e-9,3.1786298441801935e-9,2.3197286957022882e-9,1.676067435673351e-9,1.1989548720324163e-9,8.491242432627396e-10,5.953833693604084e-10,4.1331314099844135e-10,2.8406569059165015e-10,1.9329267988698426e-10,1.3021742017278242e-10,8.685199962506028e-11,5.7351873812201434e-11,3.749492221899701e-11,2.4269138347195938e-11,1.5552253011270015e-11,9.867095320016956e-12,6.197868956755065e-12,3.854362086134426e-12,2.3731199317475015e-12,1.4465848699182836e-12
2.3495069938934555e-12,3.854362086134426e-12,6.260158575336241e-12,1.0066423867653027e-11,1.6025889628655385e-11,2.5259580672127156e-11,3.9417327989698764e-11,6.089831562665313e-11,9.314948015616532e-11,1.4106284725917122e-10,2.1149587956080147e-10,3.1394114006496725e-10,4.613723955290368e-10,6.712928744365816e-10,9.67006789196648e-10,1.3791263753111089e-9,1.9473125398870805e-9,2.722226842158288e-9,3.767645374858474e-9,5.162651155283894e-9,7.003781639057097e-9,9.406963729900562e-9,1.2509023167937716e-8,1.646851271321976e-8,2.1465569595410478e-8,2.770049373305325e-8,3.53907411796472e-8,4.476605885009205e-8,5.60615524123521e-8,6.950858272084117e-8,8.532352751989896e-8,1.0369462040099213e-7,1.2476727940851507e-7,1.4862854955241067e-7,1.7529148858616795e-7,2.0468050216160743e-7,2.366187597611474e-7,2.708188744142198e-7,3.0687798860377224e-7,3.442782639900761e-7,3.8239352072862026e-7,4.205024212120738e-7,4.578081625615839e-7,4.934641625707459e-7,5.266047342975604e-7,5.563792896657697e-7,5.819882376666171e-7,6.02718489217108e-7,6.17976380413941e-7,6.273158973821243e-7,6.304603314031865e-7,6.273158973821243e-7,6.17976380413941e-7,6.02718489217108e-7,5.819882376666171e-7,5.563792896657697e-7,5.266047342975604e-7,4.934641625707459e-7,4.578081625615839e-7,4.205024212120738e-7,3.8239352072862026e-7,3.442782639900761e-7,3.0687798860377224e-7,2.708188744142198e-7,2.366187597611474e-7,2.0468050216160743e-7,1.7529148858616795e-7,1.4862854955241067e-7,1.2476727940851507e-7,1.0369462040099213e-7,8.532352751989896e-8,6.950858272084117e-8,5.60615524123521e-8,4.476605885009205e-8,3.53907411796472e-8,2.770049373305325e-8,2.1465569595410478e-8,1.646851271321976e-8,1.2509023167937716e-8,9.406963729900562e-9,7.003781639057097e-9,5.162651155283894e-9,3.767645374858474e-9,2.722226842158288e-9,1.9473125398870805e-9,1.3791263753111089e-9,9.67006789196648e-10,6.712928744365816e-10,4.613723955290368e-10,3.1394114006496725e-10,2.1149587956080147e-10,1.4106284725917122e-10,9.314948015616532e-11,6.089831562665313e-11,3.9417327989698764e-11,2.5259580672127156e-11,1.6025889628655385e-11,1.0066423867653027e-11,6.260158575336241e-12,3.854362086134426e-12,2.3495069938934555e-12
3.778040603272811e-12,6.197868956755065e-12,1.0066423867653027e-11,1.6186952497095833e-11,2.5769858050218055e-11,4.061776434331786e-11,6.33836230343892e-11,9.792535613062868e-11,1.4978568657953423e-10,2.2683106113051606e-10,3.4008837704351125e-10,5.048218103993407e-10,7.418933623387159e-10,1.0794484727650618e-9,1.5549606460933533e-9,2.2176547916273647e-9,3.1313062110805298e-9,4.3773794109674226e-9,6.058427253864079e-9,8.301616354362878e-9,1.1262180311694056e-8,1.5126531232913913e-8,2.0114686850722422e-8,2.648160225433248e-8,3.4516940666539184e-8,4.454278720011556e-8,5.6908814276417414e-8,7.198445819643205e-8,9.014777221215547e-8,1.1177078786222751e-7,1.3720144363156638e-7,1.6674242180769419e-7,2.006275566705681e-7,2.3899681783199547e-7,2.818712023449755e-7,3.2912915342438403e-7,3.8048632508740247e-7,4.3548059500518444e-7,4.934641625707459e-7,5.536043363818007e-7,6.148942103581952e-7,6.761738633861625e-7,7.361620251239058e-7,7.934973793641927e-7,8.467878892137052e-7,8.946657969696123e-7,9.358453489376501e-7,9.691798877482913e-7,9.937147934164917e-7,1.00873286929899e-6,1.0137891638479155e-6,1.00873286929899e-6,9.937147934164917e-7,9.691798877482913e-7,9.358453489376501e-7,8.946657969696123e-7,8.467878892137052e-7,7.934973793641927e-7,7.361620251239058e-7,6.761738633861625e-7,6.148942103581952e-7,5.536043363818007e-7,4.934641625707459e-7,4.3548059500518444e-7,3.8048632508740247e-7,3.2912915342438403e-7,2.818712023449755e-7,2.3899681783199547e-7,2.006275566705681e-7,1.6674242180769419e-7,1.3720144363156638e-7,1.1177078786222751e-7,9.014777221215547e-8,7.198445819643205e-8,5.6908814276417414e-8,4.454278720011556e-8,3.4516940666539184e-8,2.648160225433248e-8,2.0114686850722422e-8,1.5126531232913913e-8,1.1262180311694056e-8,8.301616354362878e-9,6.058427253864079e-9,4.3773794109674226e-9,3.1313062110805298e-9,2.2176547916273647e-9,1.5549606460933533e-9,1.0794484727650618e-9,7.418933623387159e-10,5.048218103993407e-10,3.4008837704351125e-10,2.2683106113051606e-10,1.4978568657953423e-10,9.792535613062868e-11,6.33836230343892e-11,4.061776434331786e-11,2.5769858050218055e-11,1.6186952497095833e-11,1.0066423867653027e-11,6.197868956755065e-12,3.778040603272811e-12
6.0146942466019195e-12,9.867095320016956e-12,1.6025889628655385e-11,2.5769858050218055e-11,4.102597966155363e-11,6.466405715543482e-11,1.0090762721381891e-10,1.5589855641178332e-10,2.3846093832681475e-10,3.61118267800099e-10,5.414255217288581e-10,8.036834850154244e-10,1.1811047594843946e-9,1.7184972848144897e-9,2.4755194117416724e-9,3.5305378943242446e-9,4.98508391779051e-9,6.968850132402397e-9,9.645102150491928e-9,1.3216291026842908e-8,1.792955085402189e-8,2.4081652351442842e-8,3.202286687137089e-8,4.215908653336194e-8,5.4951459298104575e-8,7.091274923516272e-8,9.059963980079737e-8,1.1460027882807022e-7,1.4351653245831383e-7,1.7794068017975635e-7,2.1842664499724747e-7,2.654563014072471e-7,3.194019169012954e-7,3.8048632508740247e-7,4.487429535718681e-7,5.23978282228019e-7,6.057396282166549e-7,6.932912862332508e-7,7.856019485199184e-7,8.81345958549254e-7,9.789203075547767e-7,1.0764783846653788e-6,1.1719803893171205e-6,1.2632590867925258e-6,1.3480983346059773e-6,1.424320643087609e-6,1.4898790741127388e-6,1.542948132879287e-6,1.5820080508260693e-6,1.6059170407207896e-6,1.6139667333858714e-6,1.6059170407207896e-6,1.5820080508260693e-6,1.542948132879287e-6,1.4898790741127388e-6,1.424320643087609e-6,1.3480983346059773e-6,1.2632590867925258e-6,1.1719803893171205e-6,1.0764783846653788e-6,9.789203075547767e-7,8.81345958549254e-7,7.856019485199184e-7,6.932912862332508e-7,6.057396282166549e-7,5.23978282228019e-7,4.487429535718681e-7,3.8048632508740247e-7,3.194019169012954e-7,2.654563014072471e-7,2.1842664499724747e-7,1.7794068017975635e-7,1.4351653245831383e-7,1.1460027882807022e-7,9.059963980079737e-8,7.091274923516272e-8,5.4951459298104575e-8,4.215908653336194e-8,3.202286687137089e-8,2.4081652351442842e-8,1.792955085402189e-8,1.3216291026842908e-8,9.645102150491928e-9,6.968850132402397e-9,4.98508391779051e-9,3.5305378943242446e-9,2.4755194117416724e-9,1.7184972848144897e-9,1.1811047594843946e-9,8.036834850154244e-10,5.414255217288581e-10,3.61118267800099e-10,2.3846093832681475e-10,1.5589855641178332e-10,1.0090762721381891e-10,6.466405715543482e-11,4.102597966155363e-11,2.5769858050218055e-11,1.6025889628655385e-11,9.867095320016956e-12,6.0146942466019195e-12
9.480200978581613e-12,1.5552253011270015e-11,2.5259580672127156e-11,4.061776434331786e-11,6.466405715543482e-11,1.0192176572738489e-10,1.5904791615953806e-10,2.4572315506967564e-10,3.758557838840349e-10,5.691850018338557e-10,8.533804962443165e-10,1.2667445174653072e-9,1.8616258844740704e-9,2.7086496791407876e-9,3.9018478059711805e-9,5.564739856826738e-9,7.857356583412213e-9,1.0984116089045544e-8,1.5202353286249285e-8,2.083116613894077e-8,2.8260080825863664e-8,3.795685945582213e-8,5.047359041109579e-8,6.645003004691187e-8,8.661302750454816e-8,1.1177078786222751e-7,1.428007407664838e-7,1.806299091770781e-7,2.2620693848612817e-7,2.8046536385829603e-7,3.442782639900761e-7,4.1840515663675157e-7,5.034327999098565e-7,5.997124182111821e-7,7.072966992440365e-7,8.25880621735676e-7,9.54750679043997e-7,1.0927472720502501e-6,1.2382448809167355e-6,1.3891540411099138e-6,1.542948132879287e-6,1.6967165773209964e-6,1.84724429507946e-6,1.991115348478206e-6,2.124836712718393e-6,2.2449762865405466e-6,2.348307740555826e-6,2.4319537784463267e-6,2.4935189814575363e-6,2.531203694944823e-6,2.543891406265129e-6,2.531203694944823e-6,2.4935189814575363e-6,2.4319537784463267e-6,2.348307740555826e-6,2.2449762865405466e-6,2.124836712718393e-6,1.991115348478206e-6,1.84724429507946e-6,1.6967165773209964e-6,1.542948132879287e-6,1.3891540411099138e-6,1.2382448809167355e-6,1.0927472720502501e-6,9.54750679043997e-7,8.25880621735676e-7,7.072966992440365e-7,5.997124182111821e-7,5.034327999098565e-7,4.1840515663675157e-7,3.442782639900761e-7,2.8046536385829603e-7,2.2620693848612817e-7,1.806299091770781e-7,1.428007407664838e-7,1.1177078786222751e-7,8.661302750454816e-8,6.645003004691187e-8,5.047359041109579e-8,3.795685945582213e-8,2.8260080825863664e-8,2.083116613894077e-8,1.5202353286249285e-8,1.0984116089045544e-8,7.857356583412213e-9,5.564739856826738e-9,3.9018478059711805e-9,2.7086496791407876e-9,1.8616258844740704e-9,1.2667445174653072e-9,8.533804962443165e-10,5.691850018338557e-10,3.758557838840349e-10,2.4572315506967564e-10,1.5904791615953806e-10,1.0192176572738489e-10,6.466405715543482e-11,4.061776434331786e-11,2.5259580672127156e-11,1.5552253011270015e-11,9.480200978581613e-12
1.4793760681599863e-11,2.4269138347195938e-11,3.9417327989698764e-11,6.33836230343892e-11,1.0090762721381891e-10,1.5904791615953806e-10,2.481927138345752e-10,3.83448574375299e-10,5.865192657980382e-10,8.882076149767306e-10,1.3316918977040723e-9,1.9767424001293945e-9,2.905048941030104e-9,4.226821268244499e-9,6.08879524684923e-9,8.683721988937405e-9,1.2261327913575998e-8,1.714060546684343e-8,2.3723123256776496e-8,3.250683052757851e-8,4.4099579062199e-8,5.9231307045408905e-8,7.87635429849887e-8,1.0369462040099213e-7,1.3515878025223256e-7,1.744172186394989e-7,2.2283915592374023e-7,2.818712023449755e-7,3.529937097369262e-7,4.376634505715127e-7,5.372428555948047e-7,6.529171448174823e-7,7.856019485199184e-7,9.358453489376501e-7,1.1037295647151237e-6,1.2887786131467102e-6,1.4898790741127388e-6,1.7052214045573076e-6,1.932268996710554e-6,2.16776126165335e-6,2.4077554340364474e-6,2.6477095840161696e-6,2.882606611779324e-6,3.107115980072179e-6,3.3157868579423654e-6,3.5032634850233514e-6,3.6645112059353295e-6,3.795040027983703e-6,3.891111923687144e-6,3.949918549616817e-6,3.96971759873971e-6,3.949918549616817e-6,3.891111923687144e-6,3.795040027983703e-6,3.6645112059353295e-6,3.5032634850233514e-6,3.3157868579423654e-6,3.107115980072179e-6,2.882606611779324e-6,2.6477095840161696e-6,2.4077554340364474e-6,2.16776126165335e-6,1.932268996710554e-6,1.7052214045573076e-6,1.4898790741127388e-6,1.2887786131467102e-6,1.1037295647151237e-6,9.358453489376501e-7,7.856019485199184e-7,6.529171448174823e-7,5.372428555948047e-7,4.376634505715127e-7,3.529937097369262e-7,2.818712023449755e-7,2.2283915592374023e-7,1.744172186394989e-7,1.3515878025223256e-7,1.0369462040099213e-7,7.87635429849887e-8,5.9231307045408905e-8,4.4099579062199e-8,3.250683052757851e-8,2.3723123256776496e-8,1.714060546684343e-8,1.2261327913575998e-8,8.683721988937405e-9,6.08879524684923e-9,4.226821268244499e-9,2.905048941030104e-9,1.9767424001293945e-9,1.3316918977040723e-9,8.882076149767306e-10,5.865192657980382e-10,3.83448574375299e-10,2.481927138345752e-10,1.5904791615953806e-10,1.0090762721381891e-10,6.33836230343892e-11,3.9417327989698764e-11,2.4269138347195938e-11,1.4793760681599863e-11
2.2855813756038533e-11,3.749492221899701e-11,6.089831562665313e-11,9.792535613062868e-11,1.5589855641178332e-10,2.4572315506967564e-10,3.83448574375299e-10,5.92413882417393e-10,9.06150599021229e-10,1.3722479538183255e-9,2.0574147878575934e-9,3.0539939852627163e-9,4.48819329833721e-9,6.530282716227588e-9,9.406963729900562e-9,1.341602968711174e-8,1.8943298680163816e-8,2.648160225433248e-8,3.6651349074669075e-8,5.022185232870038e-8,6.813222056640138e-8,9.151018131856095e-8,1.2168676430393343e-7,1.6020435793151445e-7,2.0881532258262104e-7,2.6946815964306475e-7,3.442782639900761e-7,4.3548059500518444e-7,5.453622415857426e-7,6.761738633861625e-7,8.300203655795019e-7,1.00873286929899e-6,1.2137259895034659e-6,1.4458464930000953e-6,1.7052214045573076e-6,1.991115348478206e-6,2.3018081318088064e-6,2.634504077374157e-6,2.985284219874772e-6,3.3491110698801745e-6,3.719893200575659e-6,4.090613498136399e-6,4.45352072868794e-6,4.800379409088902e-6,5.1227682068772775e-6,5.412412670134206e-6,5.661534442283307e-6,5.863196650476478e-6,6.0116241803417086e-6,6.102478245024635e-6,6.133067044521866e-6,6.102478245024635e-6,6.0116241803417086e-6,5.863196650476478e-6,5.661534442283307e-6,5.412412670134206e-6,5.1227682068772775e-6,4.800379409088902e-6,4.45352072868794e-6,4.090613498136399e-6,3.719893200575659e-6,3.3491110698801745e-6,2.985284219874772e-6,2.634504077374157e-6,2.3018081318088064e-6,1.991115348478206e-6,1.7052214045573076e-6,1.4458464930000953e-6,1.2137259895034659e-6,1.00873286929899e-6,8.300203655795019e-7,6.761738633861625e-7,5.453622415857426e-7,4.3548059500518444e-7,3.442782639900761e-7,2.6946815964306475e-7,2.0881532258262104e-7,1.6020435793151445e-7,1.2168676430393343e-7,9.151018131856095e-8,6.813222056640138e-8,5.022185232870038e-8,3.6651349074669075e-8,2.648160225433248e-8,1.8943298680163816e-8,1.341602968711174e-8,9.406963729900562e-9,6.530282716227588e-9,4.48819329833721e-9,3.0539939852627163e-9,2.0574147878575934e-9,1.3722479538183255e-9,9.06150599021229e-10,5.92413882417393e-10,3.83448574375299e-10,2.4572315506967564e-10,1.5589855641178332e-10,9.792535613062868e-11,6.089831562665313e-11,3.749492221899701e-11,2.2855813756038533e-11
3.496003375484703e-11,5.7351873812201434e-11,9.314948015616532e-11,1.4978568657953423e-10,2.3846093832681475e-10,3.758557838840349e-10,5.865192657980382e-10,9.06150599021229e-10,1.3860392750351048e-9,2.0989773235631795e-9,3.1470019487807397e-9,4.671359941567437e-9,6.865097470733982e-9,9.988657880435072e-9,1.4388801599376766e-8,2.052103047932557e-8,2.8975488178000516e-8,4.050600510556304e-8,5.60615524123521e-8,7.681886417972909e-8,1.0421439184875968e-7,1.3997309664652938e-7,1.8613090887913197e-7,2.4504705108036753e-7,3.194019169012954e-7,4.1217591539435327e-7,5.266047342975604e-7,6.661069460692384e-7,8.34180859975696e-7,1.0342690634622472e-6,1.2695911993159e-6,1.542948132879287e-6,1.856503645640957e-6,2.2115529439968377e-6,2.6082903238157904e-6,3.04559096147697e-6,3.5208236663180057e-6,4.029712197315622e-6,4.566262142692719e-6,5.1227682068772775e-6,5.6899130017714645e-6,6.256963217295141e-6,6.812062640373334e-6,7.342614354891741e-6,7.835737171395634e-6,8.27877456750196e-6,8.659828843510787e-6,8.96828942517122e-6,9.195322752867395e-6,9.334292259793878e-6,9.38108059445383e-6,9.334292259793878e-6,9.195322752867395e-6,8.96828942517122e-6,8.659828843510787e-6,8.27877456750196e-6,7.835737171395634e-6,7.342614354891741e-6,6.812062640373334e-6,6.256963217295141e-6,5.6899130017714645e-6,5.1227682068772775e-6,4.566262142692719e-6,4.029712197315622e-6,3.5208236663180057e-6,3.04559096147697e-6,2.6082903238157904e-6,2.2115529439968377e-6,1.856503645640957e-6,1.542948132879287e-6,1.2695911993159e-6,1.0342690634622472e-6,8.34180859975696e-7,6.661069460692384e-7,5.266047342975604e-7,4.1217591539435327e-7,3.194019169012954e-7,2.4504705108036753e-7,1.8613090887913197e-7,1.3997309664652938e-7,1.0421439184875968e-7,7.681886417972909e-8,5.60615524123521e-8,4.050600510556304e-8,2.8975488178000516e-8,2.052103047932557e-8,1.4388801599376766e-8,9.988657880435072e-9,6.865097470733982e-9,4.671359941567437e-9,3.1470019487807397e-9,2.0989773235631795e-9,1.3860392750351048e-9,9.06150599021229e-10,5.865192657980382e-10,3.758557838840349e-10,2.3846093832681475e-10,1.4978568657953423e-10,9.314948015616532e-11,5.7351873812201434e-11,3.496003375484703e-11
5.294245221194666e-11,8.685199962506028e-11,1.4106284725917122e-10,2.2683106113051606e-10,3.61118267800099e-10,5.691850018338557e-10,8.882076149767306e-10,1.3722479538183255e-9,2.0989773235631795e-9,3.1786298441801935e-9,4.765727672134404e-9,7.0741708147506354e-9,1.0396302741678517e-8,1.5126531232913913e-8,2.1789980135719142e-8,3.107644812674039e-8,4.3879631494032295e-8,6.134110895418745e-8,8.489797465103966e-8,1.1633224024697811e-7,1.578192257747777e-7,2.1197116204556451e-7,2.818712023449755e-7,3.71092084248978e-7,4.836929174762743e-7,6.241871462911705e-7,7.974748015301351e-7,1.00873286929899e-6,1.2632590867925258e-6,1.5662668077101955e-6,1.922631764884127e-6,2.336595506837817e-6,2.8114348009467816e-6,3.3491110698801745e-6,3.949918549616817e-6,4.612153840176891e-6,5.331832343408097e-6,6.102478245024635e-6,6.915013783223626e-6,7.757770283842425e-6,8.616637766965976e-6,9.475362021858134e-6,0.000010315988346342805,0.000011119440339233461,0.00001186621110411461,0.000012537133973810445,0.000013114191420013807,0.00001358131509953722,0.000013925127728162228,0.000014135579083300093,0.000014206433968314859,0.000014135579083300093,0.000013925127728162228,0.00001358131509953722,0.000013114191420013807,0.000012537133973810445,0.00001186621110411461,0.000011119440339233461,0.000010315988346342805,9.475362021858134e-6,8.616637766965976e-6,7.757770283842425e-6,6.915013783223626e-6,6.102478245024635e-6,5.331832343408097e-6,4.612153840176891e-6,3.949918549616817e-6,3.3491110698801745e-6,2.8114348009467816e-6,2.336595506837817e-6,1.922631764884127e-6,1.5662668077101955e-6,1.2632590867925258e-6,1.00873286929899e-6,7.974748015301351e-7,6.241871462911705e-7,4.836929174762743e-7,3.71092084248978e-7,2.818712023449755e-7,2.1197116204556451e-7,1.578192257747777e-7,1.1633224024697811e-7,8.489797465103966e-8,6.134110895418745e-8,4.3879631494032295e-8,3.107644812674039e-8,2.1789980135719142e-8,1.5126531232913913e-8,1.0396302741678517e-8,7.0741708147506354e-9,4.765727672134404e-9,3.1786298441801935e-9,2.0989773235631795e-9,1.3722479538183255e-9,8.882076149767306e-10,5.691850018338557e-10,3.61118267800099e-10,2.2683106113051606e-10,1.4106284725917122e-10,8.685199962506028e-11,5.294245221194666e-11
